2	1	10	10	1	0	1	0
2	2	10	10	1	0	2	0
2	3	10	10	1	0	0	0
1	1	0.5	0.5	0	1	0	0
1	2	1	1	1	1	1	0
2	4	9	9	1	0	1	0
1	3	1	1	0	1	0	0
2	5	9	9	1	0	2	0
2	6	9	-9	1	0	0	0
1	4	1.5	1.5	1	1	1	0
1	5	1.5	-1.5	1	1	2	0
2	7	8	-8	1	0	1	0
1	6	1.5	1.5	1	1	0	1
2	8	8	8	1	0	2	0
1	7	1	1	0	0	0	2
1	8	1.5	-1.5	1	1	1	2
1	9	1.5	-1.5	1	1	2	2
1	10	1.5	1.5	1	1	0	3
2	9	8	8	1	0	0	0
1	11	1	1	0	0	0	4
2	10	7	-7	1	0	1	0
2	11	7	7	1	0	2	0
2	12	7	7	1	0	0	0
1	12	1.5	-1.5	1	1	1	4
2	13	6	-6	0	0	0	1
1	13	1.5	1.5	1	1	2	4
2	14	7	7	1	1	1	1
1	14	1.5	-1.5	1	1	0	5
2	15	7	-7	1	1	2	1
1	15	1	-1	0	0	0	6
2	16	7	-7	1	1	0	2
2	17	6	-6	1	0	1	2
1	16	1.5	-1.5	1	1	1	6
1	17	1.5	-1.5	1	1	2	6
2	18	6	-6	1	0	2	2
1	18	1.5	-1.5	1	1	0	7
2	19	6	-6	1	0	0	2
2	20	5	5	1	0	1	2
2	21	5	-5	1	0	2	2
2	22	5	5	1	0	0	2
2	23	4.5	4.5	1	0	1	2
1	19	1	-1	1	0	1	7
1	20	1	-1	1	0	2	7
2	24	4.5	-4.5	1	0	2	2
1	21	1	1	1	0	0	7
1	22	0.5	-0.5	1	0	1	7
2	25	4.5	-4.5	1	0	0	2
2	26	4	4	1	0	1	2
1	23	0.5	0.5	0	0	0	8
2	27	4	4	1	0	2	2
1	24	1	-1	1	1	1	8
2	28	4	4	1	0	0	2
1	25	1	-1	1	1	2	8
1	26	1	-1	0	1	0	8
1	27	1.5	-1.5	1	1	1	8
2	29	3.5	-3.5	1	0	1	2
1	28	1.5	-1.5	1	1	2	8
2	30	3.5	-3.5	1	0	2	2
1	29	1.5	-1.5	1	1	0	9
1	30	1	-1	1	0	1	9
2	31	3.5	-3.5	1	0	0	2
2	32	3	-3	1	0	1	2
2	33	3	3	1	0	2	2
1	31	1	1	1	0	2	9
1	32	1	1	1	0	0	9
2	34	3	3	1	0	0	2
1	33	0.5	0.5	0	0	0	10
2	35	2.5	2.5	1	0	1	2
2	36	2.5	2.5	0	0	0	3
2	37	3	-3	1	1	1	3
2	38	3	3	1	1	2	3
2	39	3	3	1	1	0	4
2	40	2.5	-2.5	1	0	1	4
1	34	1	-1	0	1	0	10
2	41	2.5	2.5	1	0	2	4
2	42	2.5	2.5	0	0	0	5
1	35	1.5	1.5	1	1	1	10
1	36	1.5	1.5	1	1	2	10
1	37	1.5	1.5	1	1	0	11
2	43	3	3	1	1	1	5
1	38	1	1	1	0	1	11
2	44	3	-3	1	1	2	5
1	39	1	1	1	0	2	11
2	45	3	3	1	1	0	6
2	46	2.5	2.5	1	0	1	6
2	47	2.5	2.5	1	0	2	6
2	48	2.5	-2.5	1	0	0	6
1	40	1	1	1	0	0	11
2	49	2	2	1	0	1	6
1	41	0.5	0.5	1	0	1	11
1	42	0.5	0.5	1	0	2	11
1	43	0.5	-0.5	0	0	0	12
2	50	2	2	0	0	0	7
1	44	1	-1	0	1	0	12
1	45	1.5	-1.5	1	1	1	12
1	46	1.5	1.5	1	1	2	12
1	47	1.5	1.5	1	1	0	13
2	51	2.5	-2.5	0	1	0	7
1	48	1	1	1	0	1	13
1	49	1	-1	1	0	2	13
2	52	3	-3	1	1	1	7
2	53	3	3	1	1	2	7
2	54	3	-3	1	1	0	8
1	50	1	-1	0	0	0	14
2	55	2.5	-2.5	0	0	0	9
2	56	3	3	1	1	1	9
1	51	1.5	-1.5	1	1	1	14
2	57	3	-3	0	1	0	9
1	52	1.5	1.5	1	1	2	14
1	53	1.5	1.5	1	1	0	15
2	58	3.5	-3.5	1	1	1	9
2	59	3.5	-3.5	0	1	0	9
1	54	1	-1	0	0	0	16
1	55	1.5	-1.5	1	1	1	16
2	60	4	-4	1	1	1	9
2	61	4	-4	1	1	2	9
1	56	1.5	-1.5	1	1	2	16
1	57	1.5	-1.5	0	1	0	16
1	58	2	-2	1	1	1	16
2	62	4	4	1	1	0	10
