1	2	0	0	0	1	0.099966	0.39987	1.6011	97	20.465	1	1	1
1	2	1	90	-1	1	0.099978	0.39987	1.637	98	8.9731	1	1	1
2	2	1	0	0	1	0.099962	0.3999	1.4377	97	22.61	0	1	1.25
3	2	1	90	0	4	0.099956	0.39987	1.4697	98	30.283	1	0	0.75
4	2	1	0	0	1	0.099957	0.39988	1.2912	97	17.805	0	1	1.25
5	2	0	90	0	1	0.099965	0.39985	1.3231	98	19.328	0	1	1
6	2	1	90	0	4	0.099961	0.39987	1.2657	98	27.996	1	0	1.25
7	2	0	90	0	1	0.099972	0.39986	1.3167	98	18.551	0	1	0.75
8	2	0	90	0	1	0.099944	0.39986	1.2786	97	13.503	1	1	0.75
9	2	1	0	0	1	0.099938	0.39986	1.1577	97	22.544	0	1	1
10	2	1	0	1	4	0.099962	0.39987	1.2276	98	25.051	1	0	0.75
11	2	0	90	-1	4	0.099966	0.39988	1.304	98	29.526	0	0	1.25
12	2	1	0	1	1	0.099959	0.39987	1.3423	97	19.271	0	1	1
13	2	1	0	1	1	0.099958	0.39987	1.2021	97	20.889	0	1	1.25
14	2	0	90	0	1	0.099973	0.39988	1.2212	98	5.6743	0	1	1.25
15	2	1	0	0	1	0.099968	0.39988	1.1388	98	21.799	1	1	1
16	2	1	90	1	4	0.099958	0.39986	1.2276	98	31.823	1	0	1.25
17	2	0	90	1	1	0.099964	0.39988	1.2784	98	18.104	0	1	1
18	2	0	0	1	1	0.099973	0.39987	1.1575	97	23.912	1	1	1.25
19	2	1	90	0	1	0.099946	0.39986	1.3422	98	12.174	1	1	0.75
20	2	0	0	-1	4	0.099959	0.39988	1.202	98	26.512	0	0	0.75
21	2	1	90	1	1	0.099963	0.39985	1.1194	98	11.217	1	1	1.25
22	2	0	0	1	1	0.099945	0.39986	1.2275	98	18.998	0	1	0.75
23	2	1	90	1	1	0.09996	0.39988	1.1832	98	10.552	1	1	1.25
24	2	1	90	0	1	0.099981	0.39986	1.2911	98	7.2644	1	1	1.25
25	2	1	90	1	1	0.099964	0.39988	1.1001	98	6.0082	1	1	1.25
26	2	0	90	-1	1	0.099946	0.39985	1.196	98	6.6269	0	1	1.25
27	2	1	90	-1	1	0.099932	0.39986	1.3994	98	13.396	1	1	1
28	2	1	90	0	1	0.099956	0.39985	1.2912	98	6.7858	1	1	0.75
29	2	0	0	-1	4	0.099944	0.39985	1.0368	97	33.208	1	0	1.25
30	2	0	0	0	1	0.099763	0.39968	1.0426	97	18.877	1	1	1.25
31	2	0	0	0	1	0.099962	0.39988	1.1829	97	23.754	1	1	0.75
32	2	1	90	-1	4	0.099968	0.39987	1.1957	98	30.069	1	0	1
33	2	0	90	1	1	0.099976	0.39989	1.2338	98	6.2201	0	1	1
34	2	1	0	0	1	0.099948	0.39986	1.0428	97	13.479	0	1	1
35	2	1	0	1	1	0.099949	0.39987	1.0874	97	13.429	0	1	1.25
36	2	0	90	-1	1	0.099967	0.39988	1.1766	98	10.409	0	1	0.75
37	2	1	0	0	4	0.099969	0.39989	1.1639	97	25.319	0	0	1
38	2	1	90	-1	1	0.099968	0.3999	1.132	98	2.9167	1	1	1
39	2	1	0	-1	1	0.099955	0.39988	1.0619	98	22.975	1	1	1.25
40	2	0	0	0	1	0.099967	0.39985	1.1771	97	15.064	1	1	1.25
41	2	0	0	1	4	0.099769	0.39969	1.0554	98	26.002	0	0	1.25
42	2	0	90	1	1	0.099977	0.39986	1.2401	98	4.4636	0	1	1
43	2	1	0	0	4	0.099968	0.40004	1.1133	97	25.911	0	0	0.75
44	2	0	0	0	4	0.099958	0.39988	1.0428	97	33.219	1	0	0.75
45	2	0	90	0	4	0.10015	0.39986	1.2084	97	25.738	1	0	1
46	2	0	0	0	4	0.099946	0.39986	1.0683	97	29.763	1	0	0.75
47	2	1	90	0	1	0.099978	0.39988	1.3248	98	7.8691	1	1	1
48	2	1	90	0	1	0.099952	0.39987	1.3039	98	10.337	1	1	0.75
49	2	0	0	1	1	0.09996	0.39986	1.5476	98	22.931	0	1	1
50	2	0	0	0	1	0.099956	0.39987	1.3421	97	24.229	1	1	1.25
51	2	1	0	-1	1	0.099953	0.39987	1.1764	97	12.943	0	1	0.75
52	2	0	90	0	1	0.099962	0.39986	1.1065	97	7.1176	1	1	1.25
53	2	0	0	-1	1	0.099939	0.39985	1.1893	97	19.422	1	1	1
54	2	0	90	1	1	0.099941	0.39985	1.1448	98	24.908	0	1	1
55	2	1	0	0	1	0.099972	0.39988	1.0747	97	9.0238	0	1	0.75
56	2	0	0	0	1	0.099776	0.39968	1.062	97	24.285	1	1	1.25
57	2	0	90	0	1	0.099955	0.39987	0.99824	97	8.3284	1	1	1.25
58	2	0	90	-1	1	0.10014	0.39988	1.094	98	9.1495	0	1	1.25
59	2	1	0	-1	1	0.099941	0.39987	1.0237	97	24.877	0	1	0.75
60	2	0	0	-1	1	0.099968	0.39987	0.98541	97	13.419	1	1	1.25
61	2	1	0	-1	1	0.099963	0.39989	1.0303	97	24.971	0	1	1
62	2	0	90	0	4	0.099963	0.39987	0.99184	98	25.414	0	0	1.25
63	2	0	0	0	1	0.099944	0.39986	1.0555	97	24.967	1	1	0.75
64	2	1	90	0	1	0.099962	0.3999	1.0556	98	12.272	1	1	1.25
