0.0086202	552.37	1191.7	543.54	1204.2	12.969	1.6579	14.935	13.077	1.7401	16.523	596
0.015603	552.37	1191.7	543.55	1204.1	12.969	1.658	14.935	13.077	1.7393	16.523	598
0.021964	552.35	1191.7	543.52	1204.1	12.968	1.6576	14.935	13.077	1.7393	16.523	600
0.028327	552.36	1191.6	543.53	1204.1	12.968	1.6574	14.935	13.077	1.7395	16.523	601
0.034694	552.34	1191.7	543.53	1204.1	12.968	1.658	14.935	13.077	1.7394	16.523	603
0.041057	552.36	1191.6	543.57	1204.2	12.968	1.6574	14.935	13.077	1.7403	16.523	604
0.047418	552.38	1191.6	543.57	1204.2	12.969	1.6571	14.935	13.077	1.7406	16.523	606
0.053779	552.37	1191.6	543.56	1204.2	12.969	1.6572	14.935	13.077	1.7404	16.523	607
0.060141	552.31	1191.6	543.55	1204.2	12.968	1.6571	14.936	13.077	1.7399	16.523	609
0.066509	552.32	1191.7	543.5	1204.2	12.968	1.6575	14.936	13.076	1.7397	16.523	610
0.072875	552.35	1191.7	543.57	1204.1	12.968	1.658	14.935	13.077	1.7395	16.523	612
0.079246	552.37	1191.7	543.57	1204.1	12.969	1.6581	14.935	13.077	1.7395	16.523	613
0.085612	552.35	1191.7	543.52	1204.2	12.968	1.6577	14.935	13.077	1.7396	16.523	615
0.10731	552.37	1191.7	543.52	1204.2	12.969	1.6579	14.935	13.077	1.74	16.523	620
0.11429	552.4	1191.6	543.53	1204.1	12.969	1.6573	14.935	13.077	1.7396	16.523	622
0.12065	552.37	1191.7	543.51	1204.1	12.969	1.6579	14.935	13.077	1.7395	16.523	623
0.12702	552.37	1191.6	543.54	1204.1	12.969	1.6575	14.935	13.077	1.7388	16.523	625
0.13338	552.36	1191.7	543.52	1204.1	12.968	1.6579	14.935	13.077	1.7389	16.523	626
0.13975	552.41	1191.7	543.62	1204	12.969	1.6582	14.935	13.078	1.7384	16.522	628
0.14611	552.39	1191.7	543.63	1204.1	12.969	1.6579	14.935	13.078	1.739	16.522	629
0.15248	552.36	1191.7	543.66	1204.2	12.968	1.6577	14.935	13.078	1.7399	16.521	631
0.15888	552.32	1191.7	543.61	1204.2	12.968	1.6577	14.935	13.078	1.74	16.522	632
0.16524	552.3	1191.7	543.55	1204.1	12.968	1.6576	14.936	13.077	1.7392	16.523	634
0.1716	552.35	1191.7	543.57	1204.2	12.968	1.6576	14.935	13.077	1.7402	16.522	636
0.17797	552.33	1191.7	543.59	1204.2	12.968	1.6576	14.935	13.078	1.7399	16.522	637
0.18433	552.35	1191.7	543.58	1204.1	12.968	1.6578	14.935	13.077	1.7395	16.522	639
0.19069	552.31	1191.7	543.59	1204.1	12.968	1.6575	14.936	13.078	1.739	16.522	640
0.19706	552.29	1191.6	543.52	1204.1	12.968	1.6573	14.936	13.077	1.7396	16.523	642
0.20342	552.29	1191.6	543.54	1204.2	12.968	1.6571	14.936	13.077	1.74	16.523	643
0.20978	552.28	1191.7	543.52	1204.2	12.967	1.6575	14.936	13.077	1.7396	16.523	645
0.21614	552.29	1191.6	543.54	1204.2	12.968	1.6574	14.936	13.077	1.7396	16.523	646
0.22251	552.3	1191.7	543.56	1204.1	12.968	1.6579	14.936	13.077	1.7393	16.523	648
0.22887	552.32	1191.7	543.56	1204.2	12.968	1.6576	14.935	13.077	1.74	16.523	649
0.23523	552.33	1191.6	543.53	1204.2	12.968	1.6573	14.935	13.077	1.7397	16.523	651
0.2416	552.35	1191.6	543.57	1204.2	12.968	1.6575	14.935	13.077	1.7397	16.523	652
0.24796	552.32	1191.6	543.57	1204.2	12.968	1.6573	14.935	13.077	1.7407	16.523	654
0.25432	552.33	1191.6	543.59	1204.2	12.968	1.6574	14.935	13.078	1.7408	16.522	655
0.26069	552.37	1191.6	543.61	1204.2	12.969	1.6573	14.935	13.078	1.7407	16.522	657
0.26705	552.34	1191.6	543.62	1204.2	12.968	1.6574	14.935	13.078	1.7407	16.522	658
0.27341	552.28	1191.6	543.59	1204.2	12.967	1.6574	14.936	13.078	1.7408	16.522	660
0.27977	552.31	1191.7	543.56	1204.2	12.968	1.6577	14.935	13.077	1.7401	16.523	662
0.28614	552.3	1191.7	543.58	1204.2	12.968	1.6578	14.936	13.077	1.7401	16.522	663
0.2925	552.28	1191.6	543.54	1204.2	12.967	1.6573	14.936	13.077	1.7403	16.523	665
0.29887	552.29	1191.7	543.53	1204.2	12.968	1.658	14.936	13.077	1.7403	16.523	666
0.30523	552.26	1191.7	543.55	1204.1	12.967	1.6581	14.936	13.077	1.7393	16.523	668
0.31159	552.27	1191.7	543.57	1204.1	12.967	1.6576	14.936	13.077	1.739	16.523	669
0.31796	552.3	1191.6	543.51	1204.1	12.968	1.6571	14.936	13.076	1.7389	16.523	671
0.32433	552.3	1191.6	543.52	1204.1	12.968	1.6572	14.936	13.077	1.7391	16.523	672
0.3307	552.36	1191.6	543.54	1204.1	12.968	1.6569	14.935	13.077	1.7396	16.523	674
0.33706	552.33	1191.6	543.53	1204.2	12.968	1.6571	14.935	13.077	1.7397	16.523	675
0.34343	552.33	1191.6	543.53	1204.1	12.968	1.657	14.936	13.077	1.7394	16.523	677
0.34979	552.28	1191.6	543.54	1204.1	12.967	1.6568	14.936	13.077	1.7395	16.523	678
0.35616	552.3	1191.6	543.54	1204.2	12.968	1.6565	14.936	13.077	1.7401	16.523	680
0.36252	552.33	1191.6	543.54	1204.1	12.968	1.6565	14.935	13.077	1.7391	16.523	681
0.36888	552.32	1191.5	543.56	1204.2	12.968	1.6561	14.936	13.077	1.7398	16.523	683
0.37525	552.29	1191.5	543.56	1204.2	12.968	1.656	14.936	13.077	1.7397	16.523	684
0.38161	552.28	1191.5	543.53	1204.2	12.967	1.6558	14.936	13.077	1.7398	16.523	686
0.38802	552.3	1191.5	543.54	1204.1	12.968	1.6551	14.936	13.077	1.7395	16.523	688
0.40719	552.3	1191.4	543.56	1204.1	12.968	1.6547	14.936	13.077	1.7392	16.523	692
0.41417	552.31	1191.4	543.56	1204.1	12.968	1.655	14.936	13.077	1.7391	16.523	694
0.42054	552.3	1191.5	543.57	1204.1	12.968	1.6555	14.936	13.077	1.7392	16.523	695
0.42691	552.28	1191.5	543.55	1204.1	12.967	1.6556	14.936	13.077	1.7392	16.523	697
0.43328	552.27	1191.5	543.54	1204.1	12.967	1.6556	14.936	13.077	1.7396	16.523	698
0.43964	552.19	1191.6	543.49	1204.1	12.966	1.6563	14.937	13.076	1.7391	16.523	700
0.44601	552.21	1191.5	543.5	1204.1	12.966	1.6561	14.936	13.076	1.7394	16.523	701
0.45237	552.25	1191.5	543.51	1204.2	12.967	1.6551	14.936	13.076	1.7399	16.523	703
0.45873	552.2	1191.4	543.48	1204.2	12.966	1.6548	14.937	13.076	1.7398	16.524	704
