0.0086363	567.54	1198.2	531.59	1204.1	13.168	1.7392	14.921	12.922	1.736	16.508	597
0.01562	567.56	1198.2	531.59	1204	13.168	1.7392	14.921	12.922	1.7354	16.508	599
0.021983	567.58	1198.2	531.63	1204	13.168	1.7385	14.921	12.922	1.7353	16.507	601
0.028348	567.61	1198.2	531.61	1204	13.169	1.7384	14.921	12.922	1.7356	16.507	602
0.034712	567.54	1198.2	531.64	1204	13.168	1.7384	14.921	12.923	1.7353	16.507	604
0.041074	567.52	1198.2	531.66	1204	13.167	1.7385	14.921	12.923	1.7352	16.507	605
0.047477	567.56	1198.1	531.7	1204.1	13.168	1.7381	14.921	12.923	1.7357	16.507	607
0.053843	567.55	1198.2	531.71	1204	13.168	1.7383	14.921	12.923	1.7349	16.506	609
0.06021	567.58	1198.1	531.71	1204	13.168	1.7381	14.921	12.923	1.7347	16.506	610
0.066576	567.57	1198.1	531.72	1204	13.168	1.7375	14.921	12.924	1.7354	16.506	612
0.072965	567.6	1198.1	531.74	1204	13.168	1.7377	14.921	12.924	1.735	16.506	613
0.079335	567.57	1198.1	531.73	1204	13.168	1.738	14.921	12.924	1.7347	16.507	614
0.0857	567.59	1198.1	531.71	1204	13.168	1.738	14.921	12.923	1.7352	16.507	616
0.10733	567.59	1198.2	531.65	1203.9	13.168	1.7384	14.921	12.923	1.7343	16.507	621
0.11431	567.58	1198.2	531.68	1204	13.168	1.7388	14.921	12.923	1.7351	16.507	623
0.12067	567.58	1198.2	531.7	1204	13.168	1.7393	14.921	12.923	1.7353	16.507	625
0.12703	567.6	1198.3	531.7	1204	13.168	1.7395	14.921	12.923	1.7351	16.506	626
0.13339	567.59	1198.2	531.68	1204	13.168	1.739	14.921	12.923	1.7356	16.507	628
0.13976	567.58	1198.2	531.67	1204.1	13.168	1.7384	14.921	12.923	1.7358	16.507	629
0.14612	567.56	1198.2	531.69	1204	13.168	1.7392	14.921	12.923	1.7354	16.507	631
0.15249	567.57	1198.2	531.68	1204	13.168	1.7392	14.921	12.923	1.7352	16.507	632
0.15886	567.59	1198.2	531.72	1204	13.168	1.7389	14.92	12.924	1.7352	16.506	634
0.16522	567.59	1198.2	531.72	1204	13.168	1.7387	14.921	12.924	1.7349	16.506	635
0.17159	567.59	1198.2	531.78	1203.9	13.168	1.7383	14.921	12.924	1.7345	16.506	637
0.17795	567.51	1198.1	531.75	1204	13.167	1.7381	14.922	12.924	1.7348	16.506	638
0.18431	567.53	1198.2	531.73	1204	13.168	1.7393	14.921	12.924	1.7349	16.506	640
0.19068	567.56	1198.2	531.74	1204	13.168	1.7389	14.921	12.924	1.7346	16.506	641
0.19704	567.56	1198.2	531.73	1204	13.168	1.7389	14.921	12.924	1.7355	16.506	643
0.2034	567.56	1198.2	531.72	1204	13.168	1.7386	14.921	12.924	1.7352	16.506	644
0.20976	567.56	1198.2	531.68	1204	13.168	1.7387	14.921	12.923	1.7349	16.507	646
0.21612	567.54	1198.2	531.67	1204	13.168	1.7384	14.922	12.923	1.7354	16.507	647
0.22249	567.53	1198.2	531.71	1204	13.168	1.7384	14.922	12.923	1.7353	16.507	649
0.22885	567.55	1198.2	531.7	1204	13.168	1.7388	14.922	12.923	1.7348	16.507	651
0.23521	567.56	1198.2	531.69	1204	13.168	1.7389	14.921	12.923	1.7349	16.507	652
