1	1	0.5	0.5	1	1	1	0
2	1	10	10	1	0	1	0
2	2	10	-10	1	0	2	0
2	3	10	10	1	0	0	0
1	2	0.5	0.5	1	1	2	0
2	4	8	8	1	0	1	0
2	5	8	8	1	0	2	0
1	3	0.5	0.5	1	1	0	1
2	6	8	-8	1	0	0	0
2	7	6	6	1	0	1	0
1	4	0.5	-0.5	0	0	0	2
2	8	6	6	1	0	2	0
2	9	6	6	1	0	0	0
1	5	1.5	-1.5	1	1	1	2
2	10	4	-4	1	0	1	0
2	11	4	4	0	0	0	1
2	12	5	5	1	1	1	1
2	13	5	5	1	1	2	1
1	6	1.5	1.5	1	1	2	2
1	7	1.5	1.5	1	1	0	3
2	14	5	5	1	1	0	2
2	15	4	4	1	0	1	2
1	8	0.5	0.5	1	0	1	3
1	9	0.5	-0.5	0	0	0	4
1	10	1.5	1.5	1	1	1	4
1	11	1.5	1.5	1	1	2	4
1	12	1.5	-1.5	0	1	0	4
2	16	4	4	1	0	2	2
1	13	2.5	-2.5	1	1	1	4
1	14	2.5	2.5	1	1	2	4
1	15	2.5	-2.5	0	1	0	4
1	16	3.5	3.5	1	1	1	4
1	17	3.5	3.5	1	1	2	4
1	18	3.5	-3.5	1	1	0	5
1	19	2.5	-2.5	1	0	1	5
1	20	2.5	2.5	1	0	2	5
1	21	2.5	-2.5	1	0	0	5
1	22	1.5	-1.5	0	0	0	6
1	23	2.5	2.5	1	1	1	6
1	24	2.5	-2.5	0	1	0	6
2	17	4	4	1	0	0	2
1	25	3.5	3.5	1	1	1	6
2	18	3	3	1	0	1	2
1	26	3.5	-3.5	1	1	2	6
1	27	3.5	-3.5	1	1	0	7
1	28	2.5	2.5	1	0	1	7
1	29	2.5	-2.5	1	0	2	7
1	30	2.5	2.5	0	0	0	8
1	31	3.5	3.5	1	1	1	8
1	32	3.5	-3.5	1	1	2	8
1	33	3.5	-3.5	1	1	0	9
1	34	2.5	2.5	0	0	0	10
1	35	3.5	-3.5	1	1	1	10
2	19	3	3	1	0	2	2
2	20	3	3	1	0	0	2
2	21	2	2	1	0	1	2
1	36	3.5	-3.5	0	1	0	10
1	37	4.5	4.5	1	1	1	10
1	38	4.5	4.5	1	1	2	10
2	22	2	-2	0	0	0	3
1	39	4.5	-4.5	1	1	0	11
1	40	3.5	-3.5	1	0	1	11
1	41	3.5	3.5	1	0	2	11
1	42	3.5	-3.5	1	0	0	11
1	43	2.5	2.5	1	0	1	11
2	23	3	3	1	1	1	3
1	44	2.5	-2.5	1	0	2	11
2	24	3	3	1	1	2	3
2	25	3	-3	1	1	0	4
1	45	2.5	2.5	1	0	0	11
2	26	2	2	1	0	1	4
2	27	2	-2	0	0	0	5
2	28	3	-3	1	1	1	5
2	29	3	-3	1	1	2	5
1	46	1.5	-1.5	1	0	1	11
2	30	3	3	1	1	0	6
1	47	1.5	-1.5	0	0	0	12
1	48	2.5	2.5	1	1	1	12
2	31	2	-2	0	0	0	7
2	32	3	-3	1	1	1	7
1	49	2.5	-2.5	1	1	2	12
1	50	2.5	2.5	0	1	0	12
2	33	3	-3	1	1	2	7
2	34	3	3	0	1	0	7
2	35	4	-4	1	1	1	7
2	36	4	4	1	1	2	7
1	51	3.5	-3.5	1	1	1	12
2	37	4	4	1	1	0	8
1	52	3.5	-3.5	1	1	2	12
2	38	3	3	1	0	1	8
1	53	3.5	3.5	1	1	0	13
2	39	3	3	1	0	2	8
2	40	3	-3	1	0	0	8
1	54	2.5	2.5	1	0	1	13
1	55	2.5	-2.5	1	0	2	13
1	56	2.5	-2.5	1	0	0	13
1	57	1.5	-1.5	1	0	1	13
1	58	1.5	1.5	1	0	2	13
2	41	2	-2	1	0	1	8
1	59	1.5	-1.5	1	0	0	13
2	42	2	-2	1	0	2	8
1	60	0.5	0.5	1	0	1	13
1	61	0.5	-0.5	0	0	0	14
1	62	1.5	-1.5	1	1	1	14
1	63	1.5	-1.5	1	1	2	14
2	43	2	-2	0	0	0	9
2	44	3	-3	1	1	1	9
2	45	3	-3	1	1	2	9
2	46	3	3	1	1	0	10
